fecha_estimacion,fecha,nuevos_mu_10,nuevos_mu_50,nuevos_mu_90,acum_mu_10,acum_mu_50,acum_mu_90,nuevos_obs_10,nuevos_obs_50,nuevos_obs_90,acum_obs_10,acum_obs_50,acum_obs_90
2020-11-27,2020-07-29,524335.5608386218,974473.1705014573,1369205.4514128086,9848627.479931097,17911148.074289225,26203698.516188037,487978,958006,1404772,9657460,17879549,26031891
2020-11-27,2020-07-30,600517.3902298264,1016064.3115482063,1463885.1480067328,10404406.055777108,18929231.235152222,27618692.705565766,494475,996553.5,1419722,10063213,18918232.5,27351538
2020-11-27,2020-07-31,629213.954496893,1057228.8987961384,1506901.4138708767,10981511.156796336,19986116.373577513,29080378.074046925,558177,1044751.5,1518579,11246636,19954984.5,29354363
2020-11-27,2020-08-01,658941.8093186266,1098936.10186018,1548086.594742575,11591102.699133221,21079647.066624623,30583629.29341834,573584,1086952.5,1556769,11554684,21036393.5,30585169
2020-11-27,2020-08-02,688856.8338883555,1140505.6857042015,1585988.6939332269,12231220.447388686,22214090.168697994,32130629.163768686,620516,1120198.5,1609675,12167830,22182355.5,32123201
2020-11-27,2020-08-03,720540.9642273627,1181711.0733108134,1622097.8059715582,12796765.111176383,23398797.34949026,33606619.24630634,604685,1158212,1616005,12937420,23351418.5,33789990
2020-11-27,2020-08-04,803747.0968541553,1222191.7211420669,1703038.662373872,13486381.612004805,24621023.137003083,35226732.60935935,674013,1196605,1678469,13514031,24546912,35285725
2020-11-27,2020-08-05,845227.6594704149,1261492.7206759797,1735462.051346515,14205883.271239722,25878314.02858165,36866080.40720027,764225,1234472,1760617,14187280,25844672,36959614
2020-11-27,2020-08-06,902196.3697041628,1299745.0072075932,1776905.185012489,15103294.235680936,27173456.901752397,38688334.719439544,772627,1269757.5,1788815,14771415,27164405,38481135
2020-11-27,2020-08-07,938254.4469733121,1335932.0059312053,1792050.890784201,15883078.767845662,28506896.389782652,40366574.32080618,787692,1295636.5,1790390,15814839,28440299,40387639
2020-11-27,2020-08-08,971795.7231245684,1370892.8670019761,1800002.9347298178,16705162.59948713,29874895.129784063,42078878.92697192,791931,1336341.5,1774691,16547033,29767618.5,42012748
2020-11-27,2020-08-09,1083736.4996358582,1403633.2005979442,1870429.8781421776,17557876.022933938,31279777.512339197,43805972.2902729,819521,1354346,1798036,17539769,31135529.5,43880214
2020-11-27,2020-08-10,1117807.160560224,1434639.5599047348,1847151.2385385858,18410025.034730922,32715611.192225903,45503219.53610456,945385,1390936,1915659,18249590,32651697,45440519
