fecha,casos_acumulados,estimado,tipo,modelo,fecha_estimacion
2020-04-13,110630,SSA,simulacion,m7,2020-05-05
2020-04-14,118424,SSA,simulacion,m7,2020-05-05
2020-04-15,126643,SSA,simulacion,m7,2020-05-05
2020-04-16,135312,SSA,simulacion,m7,2020-05-05
2020-04-17,144453,SSA,simulacion,m7,2020-05-05
2020-04-18,154094,SSA,simulacion,m7,2020-05-05
2020-04-19,164261,SSA,simulacion,m7,2020-05-05
2020-04-20,174983,SSA,simulacion,m7,2020-05-05
2020-04-21,186289,SSA,simulacion,m7,2020-05-05
2020-04-22,198212,SSA,simulacion,m7,2020-05-05
2020-04-23,210785,SSA,simulacion,m7,2020-05-05
2020-04-24,224043,SSA,simulacion,m7,2020-05-05
2020-04-25,238023,SSA,simulacion,m7,2020-05-05
2020-04-26,252764,SSA,simulacion,m7,2020-05-05
2020-04-27,268307,SSA,simulacion,m7,2020-05-05
2020-04-28,284695,SSA,simulacion,m7,2020-05-05
2020-04-29,301974,SSA,simulacion,m7,2020-05-05
2020-04-30,320192,SSA,simulacion,m7,2020-05-05
2020-05-01,339399,SSA,simulacion,m7,2020-05-05
2020-05-02,359649,SSA,simulacion,m7,2020-05-05
2020-02-17,75,SSA,simulacion,m8,2020-05-05
2020-02-18,79,SSA,simulacion,m8,2020-05-05
2020-02-19,90,SSA,simulacion,m8,2020-05-05
2020-02-20,107,SSA,simulacion,m8,2020-05-05
2020-02-21,129,SSA,simulacion,m8,2020-05-05
2020-02-22,154,SSA,simulacion,m8,2020-05-05
2020-02-23,185,SSA,simulacion,m8,2020-05-05
2020-02-24,220,SSA,simulacion,m8,2020-05-05
2020-02-25,261,SSA,simulacion,m8,2020-05-05
2020-02-26,308,SSA,simulacion,m8,2020-05-05
2020-02-27,363,SSA,simulacion,m8,2020-05-05
2020-02-28,427,SSA,simulacion,m8,2020-05-05
2020-02-29,501,SSA,simulacion,m8,2020-05-05
2020-03-01,586,SSA,simulacion,m8,2020-05-05
2020-03-02,684,SSA,simulacion,m8,2020-05-05
2020-03-03,798,SSA,simulacion,m8,2020-05-05
2020-03-04,930,SSA,simulacion,m8,2020-05-05
2020-03-05,1082,SSA,simulacion,m8,2020-05-05
2020-03-06,1258,SSA,simulacion,m8,2020-05-05
2020-03-07,1462,SSA,simulacion,m8,2020-05-05
2020-03-08,1697,SSA,simulacion,m8,2020-05-05
2020-03-09,1970,SSA,simulacion,m8,2020-05-05
2020-03-10,2285,SSA,simulacion,m8,2020-05-05
2020-03-11,2649,SSA,simulacion,m8,2020-05-05
2020-03-12,3070,SSA,simulacion,m8,2020-05-05
2020-03-13,3557,SSA,simulacion,m8,2020-05-05
2020-03-14,4116,SSA,simulacion,m8,2020-05-05
2020-03-15,4751,SSA,simulacion,m8,2020-05-05
2020-03-16,5472,SSA,simulacion,m8,2020-05-05
2020-03-17,6290,SSA,simulacion,m8,2020-05-05
2020-03-18,7222,SSA,simulacion,m8,2020-05-05
2020-03-19,8282,SSA,simulacion,m8,2020-05-05
2020-03-20,9489,SSA,simulacion,m8,2020-05-05
2020-03-21,10866,SSA,simulacion,m8,2020-05-05
2020-03-22,12432,SSA,simulacion,m8,2020-05-05
2020-03-23,14215,SSA,simulacion,m8,2020-05-05
2020-03-24,16247,SSA,simulacion,m8,2020-05-05
2020-03-25,18562,SSA,simulacion,m8,2020-05-05
2020-03-26,21198,SSA,simulacion,m8,2020-05-05
2020-03-27,24201,SSA,simulacion,m8,2020-05-05
2020-03-28,27617,SSA,simulacion,m8,2020-05-05
2020-03-29,31349,SSA,simulacion,m8,2020-05-05
2020-03-30,35188,SSA,simulacion,m8,2020-05-05
2020-03-31,39104,SSA,simulacion,m8,2020-05-05
2020-04-01,43171,SSA,simulacion,m8,2020-05-05
2020-04-02,47410,SSA,simulacion,m8,2020-05-05
2020-04-03,51842,SSA,simulacion,m8,2020-05-05
2020-04-04,56483,SSA,simulacion,m8,2020-05-05
2020-04-05,61351,SSA,simulacion,m8,2020-05-05
2020-04-06,66459,SSA,simulacion,m8,2020-05-05
2020-04-07,71821,SSA,simulacion,m8,2020-05-05
2020-04-08,77451,SSA,simulacion,m8,2020-05-05
2020-04-09,83362,SSA,simulacion,m8,2020-05-05
2020-04-10,89570,SSA,simulacion,m8,2020-05-05
2020-04-11,96089,SSA,simulacion,m8,2020-05-05
2020-04-12,102934,SSA,simulacion,m8,2020-05-05
2020-04-13,110124,SSA,simulacion,m8,2020-05-05
2020-04-14,117671,SSA,simulacion,m8,2020-05-05
2020-04-15,125598,SSA,simulacion,m8,2020-05-05
2020-04-16,133923,SSA,simulacion,m8,2020-05-05
2020-04-17,142664,SSA,simulacion,m8,2020-05-05
2020-04-18,151844,SSA,simulacion,m8,2020-05-05
2020-04-19,161483,SSA,simulacion,m8,2020-05-05
2020-04-20,171606,SSA,simulacion,m8,2020-05-05
2020-04-21,182235,SSA,simulacion,m8,2020-05-05
2020-04-22,193396,SSA,simulacion,m8,2020-05-05
2020-04-23,205116,SSA,simulacion,m8,2020-05-05
2020-04-24,217422,SSA,simulacion,m8,2020-05-05
2020-04-25,230343,SSA,simulacion,m8,2020-05-05
2020-04-26,243910,SSA,simulacion,m8,2020-05-05
2020-04-27,258155,SSA,simulacion,m8,2020-05-05
2020-04-28,273112,SSA,simulacion,m8,2020-05-05
2020-04-29,288815,SSA,simulacion,m8,2020-05-05
2020-04-30,305302,SSA,simulacion,m8,2020-05-05
2020-05-01,322611,SSA,simulacion,m8,2020-05-05
2020-05-02,340782,SSA,simulacion,m8,2020-05-05
2020-02-17,75,SSA,simulacion,m9,2020-05-05
2020-02-18,79,SSA,simulacion,m9,2020-05-05
2020-02-19,90,SSA,simulacion,m9,2020-05-05
2020-02-20,106,SSA,simulacion,m9,2020-05-05
2020-02-21,126,SSA,simulacion,m9,2020-05-05
2020-02-22,151,SSA,simulacion,m9,2020-05-05
2020-02-23,181,SSA,simulacion,m9,2020-05-05
2020-02-24,215,SSA,simulacion,m9,2020-05-05
2020-02-25,256,SSA,simulacion,m9,2020-05-05
2020-02-26,303,SSA,simulacion,m9,2020-05-05
2020-02-27,357,SSA,simulacion,m9,2020-05-05
2020-02-28,421,SSA,simulacion,m9,2020-05-05
2020-02-29,494,SSA,simulacion,m9,2020-05-05
2020-03-01,580,SSA,simulacion,m9,2020-05-05
2020-03-02,680,SSA,simulacion,m9,2020-05-05
2020-03-03,795,SSA,simulacion,m9,2020-05-05
2020-03-04,929,SSA,simulacion,m9,2020-05-05
2020-03-05,1085,SSA,simulacion,m9,2020-05-05
2020-03-06,1265,SSA,simulacion,m9,2020-05-05
2020-03-07,1475,SSA,simulacion,m9,2020-05-05
2020-03-08,1719,SSA,simulacion,m9,2020-05-05
2020-03-09,2001,SSA,simulacion,m9,2020-05-05
2020-03-10,2330,SSA,simulacion,m9,2020-05-05
2020-03-11,2711,SSA,simulacion,m9,2020-05-05
2020-03-12,3153,SSA,simulacion,m9,2020-05-05
2020-03-13,3662,SSA,simulacion,m9,2020-05-05
2020-03-14,4239,SSA,simulacion,m9,2020-05-05
2020-03-15,4890,SSA,simulacion,m9,2020-05-05
2020-03-16,5627,SSA,simulacion,m9,2020-05-05
2020-03-17,6463,SSA,simulacion,m9,2020-05-05
2020-03-18,7413,SSA,simulacion,m9,2020-05-05
2020-03-19,8491,SSA,simulacion,m9,2020-05-05
2020-03-20,9715,SSA,simulacion,m9,2020-05-05
2020-03-21,11105,SSA,simulacion,m9,2020-05-05
2020-03-22,12684,SSA,simulacion,m9,2020-05-05
2020-03-23,14477,SSA,simulacion,m9,2020-05-05
2020-03-24,16515,SSA,simulacion,m9,2020-05-05
2020-03-25,18830,SSA,simulacion,m9,2020-05-05
2020-03-26,21459,SSA,simulacion,m9,2020-05-05
2020-03-27,24446,SSA,simulacion,m9,2020-05-05
2020-03-28,27821,SSA,simulacion,m9,2020-05-05
2020-03-29,31460,SSA,simulacion,m9,2020-05-05
2020-03-30,35195,SSA,simulacion,m9,2020-05-05
2020-03-31,39053,SSA,simulacion,m9,2020-05-05
2020-04-01,43083,SSA,simulacion,m9,2020-05-05
2020-04-02,47301,SSA,simulacion,m9,2020-05-05
2020-04-03,51727,SSA,simulacion,m9,2020-05-05
2020-04-04,56379,SSA,simulacion,m9,2020-05-05
2020-04-05,61274,SSA,simulacion,m9,2020-05-05
2020-04-06,66425,SSA,simulacion,m9,2020-05-05
2020-04-07,71849,SSA,simulacion,m9,2020-05-05
2020-04-08,77560,SSA,simulacion,m9,2020-05-05
2020-04-09,83574,SSA,simulacion,m9,2020-05-05
2020-04-10,89908,SSA,simulacion,m9,2020-05-05
2020-04-11,96579,SSA,simulacion,m9,2020-05-05
2020-04-12,103605,SSA,simulacion,m9,2020-05-05
2020-04-13,111004,SSA,simulacion,m9,2020-05-05
2020-04-14,118796,SSA,simulacion,m9,2020-05-05
2020-04-15,127003,SSA,simulacion,m9,2020-05-05
2020-04-16,135646,SSA,simulacion,m9,2020-05-05
2020-04-17,144749,SSA,simulacion,m9,2020-05-05
2020-04-18,154336,SSA,simulacion,m9,2020-05-05
2020-04-19,164433,SSA,simulacion,m9,2020-05-05
2020-04-20,175066,SSA,simulacion,m9,2020-05-05
2020-04-21,186265,SSA,simulacion,m9,2020-05-05
2020-04-22,198058,SSA,simulacion,m9,2020-05-05
2020-04-23,210477,SSA,simulacion,m9,2020-05-05
2020-04-24,223556,SSA,simulacion,m9,2020-05-05
2020-04-25,237328,SSA,simulacion,m9,2020-05-05
2020-04-26,251831,SSA,simulacion,m9,2020-05-05
2020-04-27,267103,SSA,simulacion,m9,2020-05-05
2020-04-28,283184,SSA,simulacion,m9,2020-05-05
2020-04-29,300118,SSA,simulacion,m9,2020-05-05
2020-04-30,317948,SSA,simulacion,m9,2020-05-05
2020-05-01,336721,SSA,simulacion,m9,2020-05-05
2020-05-02,356487,SSA,simulacion,m9,2020-05-05
