fecha,dia,casos_acumulados,modelo,grupo,fecha_estimacion
2020-02-24,0,12,real,Inicio de síntomas,2020-06-08
2020-02-25,1,13,real,Inicio de síntomas,2020-06-08
2020-02-26,2,14,real,Inicio de síntomas,2020-06-08
2020-02-27,3,16,real,Inicio de síntomas,2020-06-08
2020-02-28,4,18,real,Inicio de síntomas,2020-06-08
2020-02-29,5,20,real,Inicio de síntomas,2020-06-08
2020-03-01,6,26,real,Inicio de síntomas,2020-06-08
2020-03-02,7,35,real,Inicio de síntomas,2020-06-08
2020-03-03,8,41,real,Inicio de síntomas,2020-06-08
2020-03-04,9,48,real,Inicio de síntomas,2020-06-08
2020-03-05,10,55,real,Inicio de síntomas,2020-06-08
2020-03-06,11,65,real,Inicio de síntomas,2020-06-08
2020-03-07,12,86,real,Inicio de síntomas,2020-06-08
2020-03-08,13,107,real,Inicio de síntomas,2020-06-08
2020-03-09,14,169,real,Inicio de síntomas,2020-06-08
2020-03-10,15,219,real,Inicio de síntomas,2020-06-08
2020-03-11,16,270,real,Inicio de síntomas,2020-06-08
2020-03-12,17,328,real,Inicio de síntomas,2020-06-08
2020-03-13,18,413,real,Inicio de síntomas,2020-06-08
2020-03-14,19,505,real,Inicio de síntomas,2020-06-08
2020-03-15,20,604,real,Inicio de síntomas,2020-06-08
2020-03-16,21,736,real,Inicio de síntomas,2020-06-08
2020-03-17,22,844,real,Inicio de síntomas,2020-06-08
2020-03-18,23,968,real,Inicio de síntomas,2020-06-08
2020-03-19,24,1078,real,Inicio de síntomas,2020-06-08
2020-03-20,25,1260,real,Inicio de síntomas,2020-06-08
2020-03-21,26,1388,real,Inicio de síntomas,2020-06-08
2020-03-22,27,1528,real,Inicio de síntomas,2020-06-08
2020-03-23,28,1750,real,Inicio de síntomas,2020-06-08
2020-03-24,29,1930,real,Inicio de síntomas,2020-06-08
2020-03-25,30,2138,real,Inicio de síntomas,2020-06-08
2020-03-26,31,2384,real,Inicio de síntomas,2020-06-08
2020-03-27,32,2669,real,Inicio de síntomas,2020-06-08
2020-03-28,33,2938,real,Inicio de síntomas,2020-06-08
2020-03-29,34,3198,real,Inicio de síntomas,2020-06-08
2020-03-30,35,3579,real,Inicio de síntomas,2020-06-08
2020-03-31,36,3889,real,Inicio de síntomas,2020-06-08
2020-04-01,37,4345,real,Inicio de síntomas,2020-06-08
2020-04-02,38,4778,real,Inicio de síntomas,2020-06-08
2020-04-03,39,5217,real,Inicio de síntomas,2020-06-08
2020-04-04,40,5662,real,Inicio de síntomas,2020-06-08
2020-04-05,41,6087,real,Inicio de síntomas,2020-06-08
2020-04-06,42,6654,real,Inicio de síntomas,2020-06-08
2020-04-07,43,7151,real,Inicio de síntomas,2020-06-08
2020-04-08,44,7766,real,Inicio de síntomas,2020-06-08
2020-04-09,45,8374,real,Inicio de síntomas,2020-06-08
2020-04-10,46,9323,real,Inicio de síntomas,2020-06-08
2020-04-11,47,10030,real,Inicio de síntomas,2020-06-08
2020-04-12,48,10795,real,Inicio de síntomas,2020-06-08
2020-04-13,49,11744,real,Inicio de síntomas,2020-06-08
2020-04-14,50,12636,real,Inicio de síntomas,2020-06-08
2020-04-15,51,13659,real,Inicio de síntomas,2020-06-08
2020-04-16,52,14672,real,Inicio de síntomas,2020-06-08
2020-04-17,53,15812,real,Inicio de síntomas,2020-06-08
2020-04-18,54,17055,real,Inicio de síntomas,2020-06-08
2020-04-19,55,18184,real,Inicio de síntomas,2020-06-08
2020-04-20,56,19974,real,Inicio de síntomas,2020-06-08
2020-04-21,57,21155,real,Inicio de síntomas,2020-06-08
2020-04-22,58,22378,real,Inicio de síntomas,2020-06-08
2020-04-23,59,23662,real,Inicio de síntomas,2020-06-08
2020-04-24,60,25185,real,Inicio de síntomas,2020-06-08
2020-04-25,61,26754,real,Inicio de síntomas,2020-06-08
2020-04-26,62,28158,real,Inicio de síntomas,2020-06-08
2020-04-27,63,29854,real,Inicio de síntomas,2020-06-08
2020-04-28,64,31366,real,Inicio de síntomas,2020-06-08
2020-04-29,65,32732,real,Inicio de síntomas,2020-06-08
2020-04-30,66,34596,real,Inicio de síntomas,2020-06-08
2020-05-01,67,37111,real,Inicio de síntomas,2020-06-08
2020-05-02,68,38929,real,Inicio de síntomas,2020-06-08
2020-05-03,69,40663,real,Inicio de síntomas,2020-06-08
2020-05-04,70,42865,real,Inicio de síntomas,2020-06-08
2020-05-05,71,45055,real,Inicio de síntomas,2020-06-08
2020-05-06,72,47020,real,Inicio de síntomas,2020-06-08
2020-05-07,73,49217,real,Inicio de síntomas,2020-06-08
2020-05-08,74,51754,real,Inicio de síntomas,2020-06-08
2020-05-09,75,53987,real,Inicio de síntomas,2020-06-08
2020-05-10,76,56947,real,Inicio de síntomas,2020-06-08
2020-05-11,77,59709,real,Inicio de síntomas,2020-06-08
2020-05-12,78,62206,real,Inicio de síntomas,2020-06-08
2020-05-13,79,64618,real,Inicio de síntomas,2020-06-08
2020-05-14,80,67034,real,Inicio de síntomas,2020-06-08
2020-05-15,81,70493,real,Inicio de síntomas,2020-06-08
2020-05-16,82,73134,real,Inicio de síntomas,2020-06-08
2020-05-17,83,75734,real,Inicio de síntomas,2020-06-08
2020-05-18,84,79348,real,Inicio de síntomas,2020-06-08
2020-05-19,85,82228,real,Inicio de síntomas,2020-06-08
2020-05-20,86,86103,real,Inicio de síntomas,2020-06-08
2020-05-21,87,88667,real,Inicio de síntomas,2020-06-08
2020-05-22,88,91932,real,Inicio de síntomas,2020-06-08
2020-05-23,89,94977,real,Inicio de síntomas,2020-06-08
2020-05-24,90,97808,real,Inicio de síntomas,2020-06-08
2020-05-25,91,101686,real,Inicio de síntomas,2020-06-08
2020-05-26,92,104492,real,Inicio de síntomas,2020-06-08
2020-05-27,93,107049,real,Inicio de síntomas,2020-06-08
2020-05-28,94,109647,real,Inicio de síntomas,2020-06-08
2020-05-29,95,112110,real,Inicio de síntomas,2020-06-08
2020-05-30,96,114207,real,Inicio de síntomas,2020-06-08
2020-05-31,97,115857,real,Inicio de síntomas,2020-06-08
2020-06-01,98,117862,real,Inicio de síntomas,2020-06-08
2020-06-02,99,118851,real,Inicio de síntomas,2020-06-08
2020-06-03,100,119539,real,Inicio de síntomas,2020-06-08
2020-06-04,101,119889,real,Inicio de síntomas,2020-06-08
2020-06-05,102,120044,real,Inicio de síntomas,2020-06-08
2020-02-24,0,12,m1,Estimado (SEIR),2020-06-08
2020-02-25,1,13,m1,Estimado (SEIR),2020-06-08
2020-02-26,2,15,m1,Estimado (SEIR),2020-06-08
2020-02-27,3,18,m1,Estimado (SEIR),2020-06-08
2020-02-28,4,23,m1,Estimado (SEIR),2020-06-08
2020-02-29,5,29,m1,Estimado (SEIR),2020-06-08
2020-03-01,6,35,m1,Estimado (SEIR),2020-06-08
2020-03-02,7,43,m1,Estimado (SEIR),2020-06-08
2020-03-03,8,53,m1,Estimado (SEIR),2020-06-08
2020-03-04,9,64,m1,Estimado (SEIR),2020-06-08
2020-03-05,10,77,m1,Estimado (SEIR),2020-06-08
2020-03-06,11,93,m1,Estimado (SEIR),2020-06-08
2020-03-07,12,110,m1,Estimado (SEIR),2020-06-08
2020-03-08,13,130,m1,Estimado (SEIR),2020-06-08
2020-03-09,14,153,m1,Estimado (SEIR),2020-06-08
2020-03-10,15,180,m1,Estimado (SEIR),2020-06-08
2020-03-11,16,211,m1,Estimado (SEIR),2020-06-08
2020-03-12,17,247,m1,Estimado (SEIR),2020-06-08
2020-03-13,18,290,m1,Estimado (SEIR),2020-06-08
2020-03-14,19,339,m1,Estimado (SEIR),2020-06-08
2020-03-15,20,397,m1,Estimado (SEIR),2020-06-08
2020-03-16,21,464,m1,Estimado (SEIR),2020-06-08
2020-03-17,22,540,m1,Estimado (SEIR),2020-06-08
2020-03-18,23,625,m1,Estimado (SEIR),2020-06-08
2020-03-19,24,722,m1,Estimado (SEIR),2020-06-08
2020-03-20,25,832,m1,Estimado (SEIR),2020-06-08
2020-03-21,26,958,m1,Estimado (SEIR),2020-06-08
2020-03-22,27,1101,m1,Estimado (SEIR),2020-06-08
2020-03-23,28,1265,m1,Estimado (SEIR),2020-06-08
2020-03-24,29,1451,m1,Estimado (SEIR),2020-06-08
2020-03-25,30,1664,m1,Estimado (SEIR),2020-06-08
2020-03-26,31,1905,m1,Estimado (SEIR),2020-06-08
2020-03-27,32,2180,m1,Estimado (SEIR),2020-06-08
2020-03-28,33,2493,m1,Estimado (SEIR),2020-06-08
2020-03-29,34,2850,m1,Estimado (SEIR),2020-06-08
2020-03-30,35,3257,m1,Estimado (SEIR),2020-06-08
2020-03-31,36,3703,m1,Estimado (SEIR),2020-06-08
2020-04-01,37,4178,m1,Estimado (SEIR),2020-06-08
2020-04-02,38,4668,m1,Estimado (SEIR),2020-06-08
2020-04-03,39,5173,m1,Estimado (SEIR),2020-06-08
2020-04-04,40,5701,m1,Estimado (SEIR),2020-06-08
2020-04-05,41,6260,m1,Estimado (SEIR),2020-06-08
2020-04-06,42,6852,m1,Estimado (SEIR),2020-06-08
2020-04-07,43,7481,m1,Estimado (SEIR),2020-06-08
2020-04-08,44,8149,m1,Estimado (SEIR),2020-06-08
2020-04-09,45,8858,m1,Estimado (SEIR),2020-06-08
2020-04-10,46,9611,m1,Estimado (SEIR),2020-06-08
2020-04-11,47,10412,m1,Estimado (SEIR),2020-06-08
2020-04-12,48,11262,m1,Estimado (SEIR),2020-06-08
2020-04-13,49,12165,m1,Estimado (SEIR),2020-06-08
2020-04-14,50,13123,m1,Estimado (SEIR),2020-06-08
2020-04-15,51,14130,m1,Estimado (SEIR),2020-06-08
2020-04-16,52,15179,m1,Estimado (SEIR),2020-06-08
2020-04-17,53,16260,m1,Estimado (SEIR),2020-06-08
2020-04-18,54,17379,m1,Estimado (SEIR),2020-06-08
2020-04-19,55,18540,m1,Estimado (SEIR),2020-06-08
2020-04-20,56,19746,m1,Estimado (SEIR),2020-06-08
2020-04-21,57,21002,m1,Estimado (SEIR),2020-06-08
2020-04-22,58,22310,m1,Estimado (SEIR),2020-06-08
2020-04-23,59,23671,m1,Estimado (SEIR),2020-06-08
2020-04-24,60,25090,m1,Estimado (SEIR),2020-06-08
2020-04-25,61,26568,m1,Estimado (SEIR),2020-06-08
2020-04-26,62,28108,m1,Estimado (SEIR),2020-06-08
2020-04-27,63,29712,m1,Estimado (SEIR),2020-06-08
2020-04-28,64,31383,m1,Estimado (SEIR),2020-06-08
2020-04-29,65,33124,m1,Estimado (SEIR),2020-06-08
2020-04-30,66,34932,m1,Estimado (SEIR),2020-06-08
2020-05-01,67,36801,m1,Estimado (SEIR),2020-06-08
2020-05-02,68,38730,m1,Estimado (SEIR),2020-06-08
2020-05-03,69,40721,m1,Estimado (SEIR),2020-06-08
2020-05-04,70,42781,m1,Estimado (SEIR),2020-06-08
2020-05-05,71,44911,m1,Estimado (SEIR),2020-06-08
2020-05-06,72,47115,m1,Estimado (SEIR),2020-06-08
2020-05-07,73,49396,m1,Estimado (SEIR),2020-06-08
2020-05-08,74,51758,m1,Estimado (SEIR),2020-06-08
2020-05-09,75,54203,m1,Estimado (SEIR),2020-06-08
2020-05-10,76,56733,m1,Estimado (SEIR),2020-06-08
2020-05-11,77,59353,m1,Estimado (SEIR),2020-06-08
2020-05-12,78,62065,m1,Estimado (SEIR),2020-06-08
2020-05-13,79,64872,m1,Estimado (SEIR),2020-06-08
2020-05-14,80,67779,m1,Estimado (SEIR),2020-06-08
2020-05-15,81,70735,m1,Estimado (SEIR),2020-06-08
2020-05-16,82,73675,m1,Estimado (SEIR),2020-06-08
2020-05-17,83,76549,m1,Estimado (SEIR),2020-06-08
2020-05-18,84,79388,m1,Estimado (SEIR),2020-06-08
2020-05-19,85,82227,m1,Estimado (SEIR),2020-06-08
2020-05-20,86,85061,m1,Estimado (SEIR),2020-06-08
2020-05-21,87,87892,m1,Estimado (SEIR),2020-06-08
2020-05-22,88,90726,m1,Estimado (SEIR),2020-06-08
2020-05-23,89,93565,m1,Estimado (SEIR),2020-06-08
2020-05-24,90,96409,m1,Estimado (SEIR),2020-06-08
2020-05-25,91,99260,m1,Estimado (SEIR),2020-06-08
2020-05-26,92,102117,m1,Estimado (SEIR),2020-06-08
2020-05-27,93,104982,m1,Estimado (SEIR),2020-06-08
2020-05-28,94,107854,m1,Estimado (SEIR),2020-06-08
2020-05-29,95,110733,m1,Estimado (SEIR),2020-06-08
2020-05-30,96,113621,m1,Estimado (SEIR),2020-06-08
2020-05-31,97,116516,m1,Estimado (SEIR),2020-06-08
2020-06-01,98,119418,m1,Estimado (SEIR),2020-06-08
2020-06-02,99,122329,m1,Estimado (SEIR),2020-06-08
2020-06-03,100,125247,m1,Estimado (SEIR),2020-06-08
2020-06-04,101,128173,m1,Estimado (SEIR),2020-06-08
2020-06-05,102,131107,m1,Estimado (SEIR),2020-06-08
2020-06-06,103,134049,m1,Estimado (SEIR),2020-06-08
2020-06-07,104,136999,m1,Estimado (SEIR),2020-06-08
2020-06-08,105,139957,m1,Estimado (SEIR),2020-06-08
2020-02-24,0,12,m2,Estimado (SEIR),2020-06-08
2020-02-25,1,12,m2,Estimado (SEIR),2020-06-08
2020-02-26,2,13,m2,Estimado (SEIR),2020-06-08
2020-02-27,3,14,m2,Estimado (SEIR),2020-06-08
2020-02-28,4,15,m2,Estimado (SEIR),2020-06-08
2020-02-29,5,16,m2,Estimado (SEIR),2020-06-08
2020-03-01,6,18,m2,Estimado (SEIR),2020-06-08
2020-03-02,7,20,m2,Estimado (SEIR),2020-06-08
2020-03-03,8,23,m2,Estimado (SEIR),2020-06-08
2020-03-04,9,27,m2,Estimado (SEIR),2020-06-08
2020-03-05,10,32,m2,Estimado (SEIR),2020-06-08
2020-03-06,11,38,m2,Estimado (SEIR),2020-06-08
2020-03-07,12,45,m2,Estimado (SEIR),2020-06-08
2020-03-08,13,53,m2,Estimado (SEIR),2020-06-08
2020-03-09,14,63,m2,Estimado (SEIR),2020-06-08
2020-03-10,15,75,m2,Estimado (SEIR),2020-06-08
2020-03-11,16,90,m2,Estimado (SEIR),2020-06-08
2020-03-12,17,108,m2,Estimado (SEIR),2020-06-08
2020-03-13,18,129,m2,Estimado (SEIR),2020-06-08
2020-03-14,19,155,m2,Estimado (SEIR),2020-06-08
2020-03-15,20,186,m2,Estimado (SEIR),2020-06-08
2020-03-16,21,224,m2,Estimado (SEIR),2020-06-08
2020-03-17,22,269,m2,Estimado (SEIR),2020-06-08
2020-03-18,23,323,m2,Estimado (SEIR),2020-06-08
2020-03-19,24,387,m2,Estimado (SEIR),2020-06-08
2020-03-20,25,465,m2,Estimado (SEIR),2020-06-08
2020-03-21,26,558,m2,Estimado (SEIR),2020-06-08
2020-03-22,27,670,m2,Estimado (SEIR),2020-06-08
2020-03-23,28,804,m2,Estimado (SEIR),2020-06-08
2020-03-24,29,965,m2,Estimado (SEIR),2020-06-08
2020-03-25,30,1158,m2,Estimado (SEIR),2020-06-08
2020-03-26,31,1389,m2,Estimado (SEIR),2020-06-08
2020-03-27,32,1663,m2,Estimado (SEIR),2020-06-08
2020-03-28,33,1993,m2,Estimado (SEIR),2020-06-08
2020-03-29,34,2388,m2,Estimado (SEIR),2020-06-08
2020-03-30,35,2860,m2,Estimado (SEIR),2020-06-08
2020-03-31,36,3406,m2,Estimado (SEIR),2020-06-08
2020-04-01,37,3988,m2,Estimado (SEIR),2020-06-08
2020-04-02,38,4579,m2,Estimado (SEIR),2020-06-08
2020-04-03,39,5173,m2,Estimado (SEIR),2020-06-08
2020-04-04,40,5776,m2,Estimado (SEIR),2020-06-08
2020-04-05,41,6398,m2,Estimado (SEIR),2020-06-08
2020-04-06,42,7045,m2,Estimado (SEIR),2020-06-08
2020-04-07,43,7720,m2,Estimado (SEIR),2020-06-08
2020-04-08,44,8426,m2,Estimado (SEIR),2020-06-08
2020-04-09,45,9163,m2,Estimado (SEIR),2020-06-08
2020-04-10,46,9933,m2,Estimado (SEIR),2020-06-08
2020-04-11,47,10740,m2,Estimado (SEIR),2020-06-08
2020-04-12,48,11584,m2,Estimado (SEIR),2020-06-08
2020-04-13,49,12467,m2,Estimado (SEIR),2020-06-08
2020-04-14,50,13392,m2,Estimado (SEIR),2020-06-08
2020-04-15,51,14359,m2,Estimado (SEIR),2020-06-08
2020-04-16,52,15368,m2,Estimado (SEIR),2020-06-08
2020-04-17,53,16420,m2,Estimado (SEIR),2020-06-08
2020-04-18,54,17518,m2,Estimado (SEIR),2020-06-08
2020-04-19,55,18664,m2,Estimado (SEIR),2020-06-08
2020-04-20,56,19860,m2,Estimado (SEIR),2020-06-08
2020-04-21,57,21108,m2,Estimado (SEIR),2020-06-08
2020-04-22,58,22411,m2,Estimado (SEIR),2020-06-08
2020-04-23,59,23770,m2,Estimado (SEIR),2020-06-08
2020-04-24,60,25190,m2,Estimado (SEIR),2020-06-08
2020-04-25,61,26672,m2,Estimado (SEIR),2020-06-08
2020-04-26,62,28219,m2,Estimado (SEIR),2020-06-08
2020-04-27,63,29834,m2,Estimado (SEIR),2020-06-08
2020-04-28,64,31521,m2,Estimado (SEIR),2020-06-08
2020-04-29,65,33282,m2,Estimado (SEIR),2020-06-08
2020-04-30,66,35117,m2,Estimado (SEIR),2020-06-08
2020-05-01,67,37014,m2,Estimado (SEIR),2020-06-08
2020-05-02,68,38966,m2,Estimado (SEIR),2020-06-08
2020-05-03,69,40967,m2,Estimado (SEIR),2020-06-08
2020-05-04,70,43025,m2,Estimado (SEIR),2020-06-08
2020-05-05,71,45151,m2,Estimado (SEIR),2020-06-08
2020-05-06,72,47347,m2,Estimado (SEIR),2020-06-08
2020-05-07,73,49615,m2,Estimado (SEIR),2020-06-08
2020-05-08,74,51956,m2,Estimado (SEIR),2020-06-08
2020-05-09,75,54373,m2,Estimado (SEIR),2020-06-08
2020-05-10,76,56869,m2,Estimado (SEIR),2020-06-08
2020-05-11,77,59448,m2,Estimado (SEIR),2020-06-08
2020-05-12,78,62112,m2,Estimado (SEIR),2020-06-08
2020-05-13,79,64864,m2,Estimado (SEIR),2020-06-08
2020-05-14,80,67706,m2,Estimado (SEIR),2020-06-08
2020-05-15,81,70620,m2,Estimado (SEIR),2020-06-08
2020-05-16,82,73551,m2,Estimado (SEIR),2020-06-08
2020-05-17,83,76448,m2,Estimado (SEIR),2020-06-08
2020-05-18,84,79320,m2,Estimado (SEIR),2020-06-08
2020-05-19,85,82195,m2,Estimado (SEIR),2020-06-08
2020-05-20,86,85075,m2,Estimado (SEIR),2020-06-08
2020-05-21,87,87961,m2,Estimado (SEIR),2020-06-08
2020-05-22,88,90856,m2,Estimado (SEIR),2020-06-08
2020-05-23,89,93764,m2,Estimado (SEIR),2020-06-08
2020-05-24,90,96685,m2,Estimado (SEIR),2020-06-08
2020-05-25,91,99620,m2,Estimado (SEIR),2020-06-08
2020-05-26,92,102570,m2,Estimado (SEIR),2020-06-08
2020-05-27,93,105535,m2,Estimado (SEIR),2020-06-08
2020-05-28,94,108515,m2,Estimado (SEIR),2020-06-08
2020-05-29,95,111511,m2,Estimado (SEIR),2020-06-08
2020-05-30,96,114523,m2,Estimado (SEIR),2020-06-08
