fecha,casos_acumulados,estimado,tipo,modelo
2020-03-01,563,SSA,simulacion,m8
2020-03-02,667,SSA,simulacion,m8
2020-03-03,793,SSA,simulacion,m8
2020-03-04,943,SSA,simulacion,m8
2020-03-05,1124,SSA,simulacion,m8
2020-03-06,1341,SSA,simulacion,m8
2020-03-07,1594,SSA,simulacion,m8
2020-03-08,1878,SSA,simulacion,m8
2020-03-09,2196,SSA,simulacion,m8
2020-03-10,2553,SSA,simulacion,m8
2020-03-11,2958,SSA,simulacion,m8
2020-03-12,3417,SSA,simulacion,m8
2020-03-13,3938,SSA,simulacion,m8
2020-03-14,4531,SSA,simulacion,m8
2020-03-15,5200,SSA,simulacion,m8
2020-03-16,5959,SSA,simulacion,m8
2020-03-17,6811,SSA,simulacion,m8
2020-03-18,7760,SSA,simulacion,m8
2020-03-19,8812,SSA,simulacion,m8
2020-03-20,9981,SSA,simulacion,m8
2020-03-21,11281,SSA,simulacion,m8
2020-03-22,12728,SSA,simulacion,m8
2020-03-23,14337,SSA,simulacion,m8
2020-03-24,16133,SSA,simulacion,m8
2020-03-25,18125,SSA,simulacion,m8
2020-03-26,20340,SSA,simulacion,m8
2020-03-27,22762,SSA,simulacion,m8
2020-03-28,25385,SSA,simulacion,m8
2020-03-29,28186,SSA,simulacion,m8
2020-03-30,31195,SSA,simulacion,m8
2020-03-31,34433,SSA,simulacion,m8
2020-04-01,37925,SSA,simulacion,m8
2020-04-02,41690,SSA,simulacion,m8
2020-04-03,45758,SSA,simulacion,m8
2020-04-04,50141,SSA,simulacion,m8
2020-04-05,54872,SSA,simulacion,m8
2020-04-06,59981,SSA,simulacion,m8
2020-04-07,65498,SSA,simulacion,m8
2020-04-08,71455,SSA,simulacion,m8
2020-04-09,77888,SSA,simulacion,m8
2020-04-10,84834,SSA,simulacion,m8
2020-04-11,92333,SSA,simulacion,m8
2020-04-12,100430,SSA,simulacion,m8
2020-04-13,109172,SSA,simulacion,m8
2020-04-14,118611,SSA,simulacion,m8
2020-04-15,128803,SSA,simulacion,m8
2020-04-16,139806,SSA,simulacion,m8
2020-04-17,151686,SSA,simulacion,m8
2020-04-18,164512,SSA,simulacion,m8
2020-04-19,178358,SSA,simulacion,m8
2020-04-20,193307,SSA,simulacion,m8
2020-04-21,209444,SSA,simulacion,m8
2020-04-22,226865,SSA,simulacion,m8
2020-04-23,245670,SSA,simulacion,m8
2020-04-24,265969,SSA,simulacion,m8
2020-02-17,101,SSA,simulacion,m9
2020-02-18,105,SSA,simulacion,m9
2020-02-19,117,SSA,simulacion,m9
2020-02-20,135,SSA,simulacion,m9
2020-02-21,157,SSA,simulacion,m9
2020-02-22,183,SSA,simulacion,m9
2020-02-23,214,SSA,simulacion,m9
2020-02-24,249,SSA,simulacion,m9
2020-02-25,289,SSA,simulacion,m9
2020-02-26,336,SSA,simulacion,m9
2020-02-27,392,SSA,simulacion,m9
2020-02-28,458,SSA,simulacion,m9
2020-02-29,535,SSA,simulacion,m9
2020-03-01,626,SSA,simulacion,m9
2020-03-02,731,SSA,simulacion,m9
2020-03-03,855,SSA,simulacion,m9
2020-03-04,999,SSA,simulacion,m9
2020-03-05,1168,SSA,simulacion,m9
2020-03-06,1364,SSA,simulacion,m9
2020-03-07,1590,SSA,simulacion,m9
2020-03-08,1849,SSA,simulacion,m9
2020-03-09,2147,SSA,simulacion,m9
2020-03-10,2489,SSA,simulacion,m9
2020-03-11,2883,SSA,simulacion,m9
2020-03-12,3338,SSA,simulacion,m9
2020-03-13,3861,SSA,simulacion,m9
2020-03-14,4464,SSA,simulacion,m9
2020-03-15,5159,SSA,simulacion,m9
2020-03-16,5947,SSA,simulacion,m9
2020-03-17,6822,SSA,simulacion,m9
2020-03-18,7786,SSA,simulacion,m9
2020-03-19,8850,SSA,simulacion,m9
2020-03-20,10029,SSA,simulacion,m9
2020-03-21,11339,SSA,simulacion,m9
2020-03-22,12794,SSA,simulacion,m9
2020-03-23,14413,SSA,simulacion,m9
2020-03-24,16212,SSA,simulacion,m9
2020-03-25,18213,SSA,simulacion,m9
2020-03-26,20430,SSA,simulacion,m9
2020-03-27,22843,SSA,simulacion,m9
2020-03-28,25426,SSA,simulacion,m9
2020-03-29,28196,SSA,simulacion,m9
2020-03-30,31189,SSA,simulacion,m9
2020-03-31,34426,SSA,simulacion,m9
2020-04-01,37925,SSA,simulacion,m9
2020-04-02,41710,SSA,simulacion,m9
2020-04-03,45806,SSA,simulacion,m9
2020-04-04,50239,SSA,simulacion,m9
2020-04-05,55036,SSA,simulacion,m9
2020-04-06,60228,SSA,simulacion,m9
2020-04-07,65847,SSA,simulacion,m9
2020-04-08,71926,SSA,simulacion,m9
2020-04-09,78505,SSA,simulacion,m9
2020-04-10,85626,SSA,simulacion,m9
2020-04-11,93333,SSA,simulacion,m9
2020-04-12,101673,SSA,simulacion,m9
2020-04-13,110700,SSA,simulacion,m9
2020-04-14,120469,SSA,simulacion,m9
2020-04-15,131041,SSA,simulacion,m9
2020-04-16,142481,SSA,simulacion,m9
2020-04-17,154862,SSA,simulacion,m9
2020-04-18,168260,SSA,simulacion,m9
2020-04-19,182758,SSA,simulacion,m9
2020-04-20,198446,SSA,simulacion,m9
2020-04-21,215421,SSA,simulacion,m9
2020-04-22,233789,SSA,simulacion,m9
2020-04-23,253664,SSA,simulacion,m9
2020-04-24,275167,SSA,simulacion,m9
